144,0.000148
1136,0.001121
8016,0.001541
8328,0.001787
8152,0.002086
8224,0.002346
8816,0.002420
8568,0.002591
9512,0.002680
10304,0.002847
11232,0.003094
11232,0.003117
4224,0.003280
15544,0.003396
9832,0.003639
16648,0.003860
16048,0.004104
14304,0.004253
23096,0.004336
10888,0.004470
16648,0.004586
17976,0.004842
17672,0.005015
18576,0.005205
24872,0.005355
18288,0.005402
19272,0.005466
19656,0.005769
19752,0.005894
17448,0.006081
15168,0.006405
9240,0.006588
22216,0.006807
22720,0.007188
20160,0.007393
23696,0.007451
26664,0.007577
24216,0.007667
24232,0.007864
23600,0.008047
29800,0.008373
33112,0.008480
31800,0.008593
30488,0.008771
32864,0.008838
48344,0.008847
48344,0.008855
21640,0.008957
32416,0.009089
31480,0.009181
40000,0.009264
48344,0.009369
48344,0.009495
31240,0.009743
49256,0.009849
48344,0.009937
49256,0.010038
33216,0.010174
48584,0.010309
48416,0.010649
33392,0.010744
38336,0.010809
36168,0.010929
56888,0.010959
48584,0.010966
48616,0.011195
48816,0.011434
48816,0.011441
41096,0.011480
39456,0.011528
34440,0.011562
41880,0.011752
48920,0.012069
17672,0.012135
42152,0.012458
49240,0.012653
44296,0.012664
42400,0.012694
40144,0.012730
44992,0.012749
50232,0.013314
26576,0.013395
48816,0.013440
45688,0.013826
50776,0.014022
21880,0.014025
22728,0.014087
57856,0.014294
41256,0.014460
57448,0.014744
52048,0.014910
54280,0.015129
60248,0.015283
54632,0.015533
74888,0.015567
56576,0.015967
56360,0.016076
65224,0.016150
56504,0.016189
54808,0.016281
56760,0.016284
58624,0.016559
56712,0.016615
32056,0.016658
59312,0.016703
32304,0.016803
58488,0.016848
59840,0.017022
59336,0.017442
56592,0.017476
62144,0.017652
59432,0.017676
60640,0.017771
62432,0.018017
62696,0.018029
37840,0.018092
58704,0.018157
62512,0.018231
64648,0.018282
66160,0.018494
66912,0.018561
64576,0.018689
66264,0.018693
54608,0.018704
48456,0.018848
60248,0.018953
60248,0.019122
64672,0.019124
62688,0.019218
66856,0.019279
56672,0.019401
58504,0.019902
57240,0.019965
40344,0.020262
58776,0.020266
73968,0.020337
59312,0.020781
44984,0.020801
57112,0.021514
47200,0.021872
63888,0.021930
96688,0.022291
79752,0.022356
74888,0.022515
60488,0.022808
53568,0.022834
70304,0.023192
54616,0.023308
96928,0.023689
74208,0.023781
59040,0.023796
72168,0.023838
96952,0.023850
59200,0.024021
56712,0.024080
56360,0.024949
58584,0.025044
59840,0.025275
61800,0.025311
97776,0.025851
57648,0.025913
60248,0.026201
64920,0.026202
62528,0.026348
68072,0.026480
88032,0.026732
68696,0.026739
64064,0.026910
62184,0.027137
66968,0.027367
96688,0.028023
96688,0.029715
107656,0.030120
82232,0.030936
79912,0.031233
110640,0.031439
96688,0.031800
71176,0.032045
79704,0.032708
90224,0.033563
97264,0.034075
125136,0.034317
96848,0.034779
96688,0.035676
94728,0.035798
96688,0.036531
96688,0.037151
110640,0.038620
145032,0.038710
109432,0.038722
76792,0.039346
112992,0.039556
110640,0.039634
96688,0.039642
110488,0.040165
118648,0.040590
96600,0.040979
111864,0.041251
145032,0.042420
143064,0.047498
