144,0.000109
1136,0.000223
8328,0.000267
8016,0.000273
4224,0.000455
9832,0.000666
8224,0.000765
8568,0.000782
8152,0.000872
8816,0.000897
9512,0.000913
9240,0.000932
10304,0.000971
23096,0.000983
10888,0.001069
11232,0.001075
11232,0.001115
16648,0.001218
15168,0.001337
15544,0.001430
16048,0.001487
24872,0.001566
26576,0.001579
16648,0.001589
14304,0.001632
48344,0.001672
48344,0.001673
48344,0.001684
48344,0.001720
48344,0.001745
17448,0.001832
18576,0.001896
17672,0.001921
18288,0.001932
17672,0.001972
17976,0.002019
21880,0.002066
19752,0.002091
19656,0.002154
20160,0.002166
19272,0.002183
21640,0.002540
22216,0.002544
54608,0.002659
22720,0.002688
26664,0.002700
23696,0.002716
56888,0.002778
24232,0.002892
23600,0.002915
24216,0.003068
29800,0.003091
40000,0.003361
31800,0.003455
32056,0.003481
22728,0.003500
32864,0.003545
32416,0.003559
30488,0.003565
33112,0.003615
33216,0.003742
32304,0.003756
31480,0.003764
31240,0.003864
33392,0.003869
34440,0.003970
36168,0.004195
37840,0.004313
48416,0.004434
41256,0.004457
38336,0.004508
41096,0.004547
48584,0.004550
48584,0.004589
74888,0.004618
48816,0.004678
48816,0.004690
48920,0.004711
42152,0.004724
48456,0.004757
41880,0.004778
40344,0.004781
49256,0.004812
49240,0.004830
42400,0.004901
39456,0.004977
49256,0.005052
44296,0.005140
47200,0.005263
44992,0.005370
45688,0.005488
57856,0.005570
40144,0.005687
50776,0.005708
52048,0.005720
57448,0.005806
59200,0.005864
54280,0.005913
53568,0.005962
50232,0.005980
60248,0.006047
54632,0.006191
54616,0.006219
56576,0.006248
56592,0.006277
56504,0.006310
56360,0.006320
56360,0.006342
56712,0.006398
63888,0.006425
56712,0.006432
56760,0.006457
65224,0.006515
59040,0.006534
57648,0.006593
57112,0.006607
48616,0.006646
57240,0.006651
48816,0.006661
54808,0.006665
58776,0.006698
58624,0.006705
59432,0.006715
58504,0.006742
58704,0.006749
58488,0.006754
59312,0.006799
59840,0.006877
59312,0.006902
59840,0.006955
59336,0.006966
60248,0.007014
62432,0.007028
60248,0.007065
60488,0.007088
62528,0.007163
60248,0.007215
62512,0.007217
61800,0.007291
62144,0.007326
64920,0.007363
58584,0.007374
96688,0.007434
66968,0.007452
62184,0.007458
66160,0.007523
66264,0.007586
64648,0.007757
62688,0.007759
64064,0.007809
66856,0.007814
64576,0.007840
66912,0.007841
64672,0.007888
62696,0.007963
68072,0.008022
44984,0.008036
72168,0.008225
68696,0.008302
71176,0.008330
74208,0.008386
73968,0.008569
70304,0.008715
79752,0.009089
82232,0.009312
74888,0.009389
76792,0.009802
96928,0.009953
96952,0.010008
79912,0.010364
97264,0.010389
79704,0.010564
90224,0.010599
60640,0.010793
56672,0.011481
88032,0.012007
107656,0.012250
110640,0.012404
109432,0.012652
110640,0.012800
96688,0.012907
96688,0.012930
96688,0.013061
96688,0.013064
94728,0.013086
96688,0.013133
96688,0.013279
96688,0.013530
96600,0.013781
111864,0.014514
118648,0.014524
110488,0.014597
97776,0.014715
110640,0.014879
143064,0.016763
145032,0.016809
112992,0.017375
125136,0.017874
145032,0.025677
96848,0.097901
